custid,region,townsize,gender,age,agecat,birthmonth,bday,byear,ed,edcat,jobcat,union,employ,income,empcat,retire,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,bmnth
7503-HIJTOD-MW4,1,4,1,49,4,May,21,49,18,4,6,0,17,143,5,0,4.96284463025991,5,4.1,2.116543,0.749784097332822,3.746457,1.32081059337748,0,2,0,-1,-1,1,2,0,1,0,1,0,0,0,1,1,26,5,4,1,0,78.9,3,0,0,1,1,30,1,0,0,0,0,0,0,1,0,0,2,3,1,0,0,4,4,2,0,30,5,1,1,3,0,19,5,11,552.21,6,391.84,1,2,62,0,16.8,2.82137888640921,1030.2,6.93750823713148,1,32.75,3.48890296208126,1953.9,7.57758265422047,0,0,#NULL!,0,#NULL!,1,13.25,2.58399755243223,810,6.69703424766648,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,1,0,1,20,1,1,1,0,0,1,1,0,0,0,0,0,5
9259-ENLDVN-PCW,4,4,1,70,6,March,17,40,11,1,1,0,17,20,5,1,2.99573227355399,1,13.9,0.79508,-0.229312540459739,1.98492,0.685578611059993,0,2,1,9,1,2,3,0,0,0,0,0,0,3,1,4,26,5,2,1,0,8.1,1,0,0,1,1,24,1,0,0,0,1,0,1,0,0,1,9,4,0,0,0,4,4,1,0,33,5,2,2,3,1,26,5,6,150.69,3,67.04,0,2,63,0,31.35,3.44521426707893,1929.15,7.56483477038021,1,45.25,3.81220267014594,2809.35,7.94070841884397,0,0,#NULL!,0,#NULL!,1,9,2.19722457733622,600,6.39692965521615,0,0,#NULL!,0,#NULL!,1,1,0,0,1,1,1,1,0,1,18,1,1,1,0,1,1,0,0,1,0,0,0,3
3276-MIUUEW-M8V,4,2,1,28,3,September,18,54,12,2,2,0,1,24,1,0,3.17805383034795,1,6,0.288,-1.24479479884619,1.152,0.141499562273699,0,4,1,11,1,4,7,0,0,0,0,2,0,5,1,1,6,2,2,1,1,9,1,0,0,1,1,30,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,2,3,1,0,5,2,1,1,4,0,7,3,9,388.24,4,125.31,1,1,31,0,6.6,1.88706964903238,184.75,5.21900355982831,1,31.75,3.4578927253387,994.25,6.9019886840878,0,0,#NULL!,0,#NULL!,1,11,2.39789527279837,295,5.68697535633982,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,1,1,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,9
5315-VXBFQT-MJE,3,5,1,21,2,March,14,49,13,2,5,0,1,17,1,0,2.83321334405622,1,6.9,0.282693,-1.26339377582014,0.890307,-0.116188931915169,0,1,0,-1,-1,4,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,9.5,1,0,0,1,1,29,1,0,0,0,1,0,0,1,0,0,9,1,1,0,1,3,4,4,0,3,2,4,2,2,1,3,2,11,168.69,5,69.62,1,1,18,1,6.9,1.93152141160321,159.5,5.0720439222249,1,17,2.83321334405622,276.65,5.62275316934412,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,1,1,15,1,1,1,0,0,1,1,0,0,0,0,0,3
3596-FZKZDT-MYI,5,4,0,57,5,September,18,44,21,5,6,1,16,140,5,0,4.9416424226093,5,3.8,3.23988,1.17553629208131,2.08012,0.732425584356782,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,30,5,2,1,1,45.2,3,0,1,8,4,26,0,1,0,1,1,0,0,1,0,0,9,3,0,0,1,1,2,3,0,13,4,3,1,4,0,10,3,15,541.81,10,323,1,3,26,1,5.6,1.7227665977411,114.25,4.73838902977431,1,32.5,3.48124008933569,924.65,6.82941528753089,1,45.95,3.8275538488017,1184.45,7.07703381080414,1,37.75,3.63098547569503,930,6.8351845861473,1,37.3,3.61899332664977,934.75,6.84027911385722,1,1,1,0,1,1,1,1,0,1,18,1,1,1,0,0,0,1,1,0,1,0,0,9
1829-TFCYPW-3AE,3,1,0,54,5,January,11,51,12,2,1,0,7,80,3,0,4.38202663467388,4,5.4,0.9288,-0.0738618485984552,3.3912,1.22118384105629,0,5,1,14,2,3,2,1,0,0,1,0,0,0,1,3,16,4,1,1,1,41.3,3,1,1,10,5,28,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,3,3,1,0,23,5,1,2,1,0,18,5,14,879.64,7,314.39,1,3,52,0,17.85,2.88200350822565,963.7,6.87078004285724,1,36.5,3.59731226058845,2060.4,7.63065541769143,0,0,#NULL!,0,#NULL!,1,30.25,3.40949618447685,1585,7.36833968631138,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,1,1,0,0,0,1
8678-FRWADD-6I9,4,5,1,33,3,January,16,55,14,2,3,0,6,23,3,0,3.13549421592915,1,2.9,0.311489,-1.16639125437975,0.355511,-1.03419908788281,0,1,1,15,3,5,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,12.3,1,0,1,9,4,39,1,0,0,1,0,0,0,1,1,1,9,4,0,0,0,1,1,3,0,14,4,3,2,4,0,11,4,10,773.44,4,253.08,0,3,31,1,5.45,1.69561560867515,157.45,5.05910794754703,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,5.75,1.74919985480926,160,5.07517381523383,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,1,0,0,1
0126-NHBDFC-AX5,1,2,0,67,6,July,8,51,12,2,2,0,12,38,4,0,3.63758615972639,2,7.9,0.942628,-0.0590835598626135,2.059372,0.722401081955019,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,36,5,4,1,1,19.6,1,0,1,1,1,26,1,0,1,0,0,0,0,0,0,1,2,3,0,1,1,3,1,1,0,7,3,2,3,4,1,6,3,7,237.26,2,99.84,0,2,21,0,5.25,1.65822807660353,109.4,4.69501088998788,1,25,3.2188758248682,495.95,6.206475115192,0,0,#NULL!,0,#NULL!,1,56.25,4.02980604108453,1055,6.96129604591017,1,26.75,3.28653447334202,538.3,6.28841602556691,0,0,1,2,1,1,1,1,0,1,16,1,1,1,0,1,1,0,1,1,0,0,0,7
0450-TWQRYG-IVO,1,2,0,78,6,December,13,49,16,3,1,1,33,20,5,1,2.99573227355399,1,5.7,0.18012,-1.71413198354877,0.95988,-0.0409470023334062,0,4,0,-1,-1,1,1,0,1,0,0,0,0,0,0,2,21,4,2,0,1,10.7,1,0,0,1,1,21,1,0,1,0,1,0,0,0,0,0,9,7,1,0,1,2,2,3,0,38,5,5,1,3,0,28,5,12,232.55,8,112.98,0,2,70,0,21.7,3.07731226054641,1558.7,7.35160741949501,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,25.25,3.22882615572137,1805,7.49831587076698,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,1,1,21,1,1,1,0,1,1,0,0,1,0,1,0,12
1836-PEAQKR-B8D,2,2,1,19,2,May,15,57,12,2,2,0,0,18,1,0,2.89037175789616,1,20.6,2.013444,0.699846688655407,1.694556,0.527420759615676,1,1,1,16,3,4,9,0,4,0,0,0,0,5,1,1,0,1,2,1,1,9.8,1,0,1,1,1,31,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,2,1,3,0,1,1,3,4,1,0,1,1,10,102.22,0,0,1,1,7,1,7.8,2.05412373369555,49.2,3.89589362349826,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,1,0,0,1,26,1,1,1,0,0,1,0,0,0,0,0,0,5
0179-CFWNMI-0VI,4,2,1,20,2,October,12,46,15,3,1,1,0,18,1,0,2.89037175789616,1,8.9,0.711288,-0.340677867903745,0.890712,-0.115734136085387,0,2,1,12,2,4,7,1,0,0,0,0,0,6,1,4,1,1,3,1,0,7.3,1,1,1,1,1,20,1,0,1,1,0,0,0,0,0,1,9,5,0,0,1,3,4,2,0,2,2,2,3,2,0,2,2,7,302.57,7,179.81,1,3,16,0,4.15,1.42310833424261,70.75,4.25915253652335,1,20,2.99573227355399,339.55,5.8276212115598,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,1,0,0,1,0,1,17,0,1,0,0,1,0,1,0,0,0,0,0,10
2914-DCNGRY-7HC,1,1,0,40,4,July,13,56,18,4,2,0,3,96,2,0,4.56434819146784,4,14.7,3.59856,1.28053376544072,10.51344,2.35265443866186,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,9,3,2,0,0,43.6,3,0,0,1,1,17,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,1,3,1,0,21,5,2,1,4,0,14,4,13,1058.55,5,417.64,1,1,49,1,14.35,2.66374994220563,711.45,6.5673051409917,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,22,3.09104245335832,1045,6.95177216439891,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,1,0,1,20,1,1,1,0,1,1,0,0,0,0,0,0,7
4479-YKVLST-PE9,5,5,1,48,4,March,18,57,16,3,5,0,15,95,4,0,4.55387689160054,4,10.2,2.14149,0.76150184843829,7.54851,2.02135019279129,0,5,0,-1,-1,1,16,2,3,0,0,0,0,11,0,2,16,4,2,1,0,40.6,3,0,1,1,1,31,1,0,0,0,1,0,0,0,0,0,9,4,0,0,1,1,4,3,0,10,3,2,3,1,0,6,3,14,1008.28,3,237.72,0,3,19,0,13.15,2.57642175862377,263.05,5.57234412817682,1,21,3.04452243772342,404.75,6.00326959255774,1,34.8,3.54961738678043,609.25,6.41222869250532,1,30,3.40119738166216,480,6.17378610390194,0,0,#NULL!,0,#NULL!,1,0,0,3,1,1,1,1,0,1,24,1,1,1,1,1,1,1,0,0,1,1,0,3
8373-JNKITA-4O5,3,4,0,51,5,January,14,53,11,1,1,1,12,40,4,0,3.68887945411394,2,13.5,2.7972,1.02861891684757,2.6028,0.956587788638692,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,23,4,3,1,1,21,2,1,0,1,1,25,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,2,2,2,0,22,5,4,2,3,0,15,4,10,353.5,6,232.39,1,1,40,0,8.55,2.14593128294867,374.15,5.92465678652637,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,5.75,1.74919985480926,190,5.24702407216049,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,1,0,1,0,1,0,0,0,1
0673-AUGUGY-RX3,3,4,1,56,5,April,18,51,10,1,1,0,8,43,3,0,3.76120011569356,2,14.8,1.78192,0.577691434662653,4.58208,1.5221530435035,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,16,4,3,1,1,19.6,1,0,0,1,1,25,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,2,3,2,0,15,4,1,1,4,0,9,3,7,323.19,3,127.34,1,2,16,0,6.95,1.9387416595767,120.25,4.78957290898587,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,4
4523-BBAHPB-199,5,3,0,53,5,April,16,48,17,4,2,0,2,44,2,0,3.78418963391826,2,9.9,1.629144,0.488054723503109,2.726856,1.00314929718868,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,15,3,0,-1,-1,-1,-1,-1,1,6,3,24,0,0,0,0,0,1,0,1,0,1,9,4,0,0,1,4,4,1,0,9,3,2,1,4,0,6,3,13,368,3,100.43,0,2,10,0,4.3,1.45861502269952,43.15,3.76468241752944,1,27.75,3.32323584019244,305.5,5.72194977861165,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,1,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,4
0755-EOIBHS-L8K,4,2,0,25,3,January,13,55,15,3,2,0,0,42,1,0,3.73766961828337,2,6.6,0.975744,-0.024555022056383,1.796256,0.585704498697795,1,2,1,18,4,2,6,3,0,0,0,0,0,3,1,3,4,2,3,1,1,16.8,1,1,0,1,1,24,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,3,2,4,0,6,3,2,4,4,0,7,3,18,778.39,3,103.72,1,3,23,0,10.6,2.36085400111802,277.55,5.62600109713617,1,14.25,2.65675690671466,359,5.88332238848828,1,40.85,3.70990682130601,969.25,6.87652257655104,1,18,2.89037175789616,400,5.99146454710798,1,39.8,3.68386691229039,848.65,6.74364685160754,1,1,1,3,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,0,0,0,1,1
4631-VSDGZH-F56,5,3,1,67,6,December,13,63,10,1,2,0,7,22,3,0,3.09104245335832,1,16.5,1.00551,0.00549487548196098,2.62449,0.964886591453387,0,2,1,11,1,2,6,0,0,0,0,0,0,6,1,4,32,5,0,-1,-1,-1,-1,-1,0,8,4,30,0,0,1,0,0,1,0,1,0,0,4,4,1,0,1,2,2,2,0,39,5,3,2,2,0,30,5,15,351.34,2,65.58,1,3,72,0,34.35,3.53660201866836,2505.8,7.82636332381145,1,27.25,3.30505352110925,1908.95,7.55430863165932,1,41.1,3.71600812150219,2835.3,7.94990303066912,1,27,3.29583686600433,1835,7.51479976048867,1,29.05,3.36901848329792,2018.35,7.6100356249233,1,1,0,3,0,1,0,1,0,1,24,1,1,1,0,1,1,0,0,1,0,0,0,12
2788-BYDXYB-OI9,4,5,1,61,5,May,21,51,12,2,5,1,35,246,5,0,5.50533153593236,5,8.2,2.72322,1.00181500367077,17.44878,2.85926973216422,0,3,1,14,2,2,1,1,0,0,0,0,0,0,1,3,41,5,4,1,1,93.7,3,1,0,1,1,31,1,0,1,1,0,0,0,1,1,0,9,7,1,0,1,3,3,2,0,39,5,5,4,1,0,29,5,13,590.79,6,295.9,0,2,71,0,36.3,3.5918177412708,2663.8,7.88750895376693,1,46.75,3.8448142557347,3294.35,8.09996415888783,0,0,#NULL!,0,#NULL!,1,30.25,3.40949618447685,2165,7.68017564043659,1,46.55,3.84052700372308,3251.6,8.08690246187242,0,0,0,0,1,1,1,1,0,1,15,1,1,1,1,0,0,0,1,1,1,0,0,5
4899-YRZEMD-426,2,4,0,24,2,December,15,48,19,4,1,0,0,20,1,0,2.99573227355399,1,14.2,1.15588,0.144861958633572,1.68412,0.521243172188703,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,1,0,6.9,1,0,1,1,1,24,1,0,1,1,0,0,0,0,0,0,9,4,0,0,1,3,2,2,0,3,2,4,2,3,1,2,2,5,110.05,4,104.19,0,3,5,1,3.35,1.20896034583698,11.4,2.43361335540045,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,1,0,3,0,0,0,0,0,1,17,1,1,1,0,1,1,1,0,0,0,0,0,12
5918-ZGSCGB-2VE,1,2,0,56,5,August,19,51,16,3,1,0,12,66,4,0,4.18965474202643,3,2.4,0.801504,-0.221265316302437,0.782496,-0.24526646840198,0,3,1,19,4,2,1,0,1,0,0,0,0,0,0,3,14,3,3,1,0,32.4,2,0,0,1,1,22,1,0,1,0,0,0,0,0,0,0,9,2,1,0,1,1,2,1,0,9,3,2,3,2,0,13,4,11,369.2,7,265.79,0,1,34,0,13.6,2.61006979274201,399.7,5.99071426571728,0,0,#NULL!,0,#NULL!,1,38.8,3.65842024662923,1336.25,7.19762246233926,0,0,#NULL!,0,#NULL!,1,31.35,3.44521426707893,1076.25,6.98123805574194,1,1,1,4,0,0,0,1,1,1,27,1,1,1,1,1,1,1,1,0,0,0,0,8
1856-GXWVQP-B9I,2,3,1,72,6,August,22,65,17,4,2,0,10,41,3,0,3.71357206670431,2,8.8,0.851488,-0.16076987175615,2.756512,1.01396611238476,0,5,0,-1,-1,1,2,0,2,0,0,0,0,0,1,1,38,5,5,1,0,14.1,1,1,0,1,1,32,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,3,1,4,0,24,5,1,4,3,0,25,5,11,253.36,5,123.32,0,2,56,0,10.9,2.3887627892351,620.25,6.43012262257191,1,46,3.8286413964891,2585.35,7.85761617429562,1,52.5,3.96081316959758,2898.8,7.97205213723513,1,28.25,3.34109345759245,1480,7.29979736675816,1,42,3.73766961828337,2406.7,7.78601179353836,0,1,1,1,1,1,1,0,1,1,18,1,1,1,1,1,1,0,1,0,0,0,0,8
3542-NJUBBA-65D,3,2,0,22,2,February,14,57,13,2,1,0,1,25,1,0,3.2188758248682,2,9,0.4815,-0.730849047743957,1.7685,0.570131729663398,1,3,0,-1,-1,2,3,3,0,0,0,0,0,0,0,2,2,1,4,1,0,14.6,1,1,1,1,1,29,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,3,3,2,1,4,2,2,2,3,0,4,2,10,291.96,4,106.37,1,3,38,0,3.85,1.34807314829969,136.35,4.9152251092916,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,8.5,2.14006616349627,335,5.81413053182507,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,1,0,0,0,0,0,0,2
0864-OTEHNB-Q8G,2,4,0,24,2,April,19,51,13,2,1,0,3,15,2,0,2.70805020110221,1,8.4,0.23562,-1.44553494116416,1.02438,0.0240875515290602,1,4,1,10,1,6,3,0,2,0,0,1,0,0,1,1,4,2,1,1,0,9.3,1,0,1,7,4,24,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,3,2,3,0,6,3,2,2,2,0,4,2,10,133.56,3,50.93,1,3,26,1,7.55,2.02154756326093,188.35,5.23830193413805,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,10.5,2.35137525716348,270,5.59842195899838,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,1,1,0,0,1,0,0,4
6534-ZARVNK-OUP,5,4,1,44,4,July,18,52,10,1,6,1,19,80,5,0,4.38202663467388,4,2.6,1.30832,0.26874387143153,0.77168,-0.259185322661475,0,5,1,13,2,4,3,0,0,0,0,0,0,3,1,1,14,3,1,1,0,40.6,3,0,0,4,3,42,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,2,4,3,0,26,5,4,4,3,0,24,5,7,129.46,0,0,1,1,66,0,15.9,2.76631910922619,1054.95,6.96124865142214,0,0,#NULL!,0,#NULL!,1,27.95,3.33041719960111,1791.3,7.49069689222106,1,8.5,2.14006616349627,540,6.29156913955832,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,1,0,0,1,1,0,0,7
4776-LSZCKP-W1Q,1,1,1,23,2,November,17,44,14,2,2,0,1,25,1,0,3.2188758248682,2,9.3,1.67865,0.517989898950009,0.64635,-0.43641412625218,1,1,1,14,2,5,2,2,0,0,0,0,0,0,0,1,3,2,3,1,1,13,1,0,1,1,1,22,1,0,0,0,0,0,0,0,0,0,9,1,1,0,0,4,4,3,0,5,2,2,2,4,0,5,2,12,454.75,4,99.82,0,3,37,1,6.3,1.84054963339749,250.45,5.52325929980363,1,21.25,3.05635689537043,755,6.62671774924903,1,37.75,3.63098547569503,1262.85,7.14112635045178,1,24.25,3.18841661738349,870,6.76849321164863,1,28.7,3.35689712276558,977.4,6.88489598483606,0,1,1,4,1,0,1,1,1,1,22,1,1,1,1,1,1,1,1,1,0,0,0,11
3450-FYMYNM-KPF,5,3,0,44,4,July,10,66,15,3,5,0,13,121,4,0,4.79579054559674,4,35.8,10.309684,2.33308364770464,33.008316,3.49675952971981,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,16,4,1,1,1,52.2,3,0,1,8,4,24,0,0,0,0,0,0,0,1,0,0,1,6,1,1,0,4,4,3,1,26,5,2,2,2,0,19,5,14,476.37,5,153.69,1,3,56,0,9,2.19722457733622,528.25,6.26956965649617,0,0,#NULL!,0,#NULL!,1,24.55,3.20071185424053,1326.75,7.190487621708,1,8,2.07944154167984,445,6.09807428216624,0,0,#NULL!,0,#NULL!,1,0,0,3,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,1,0,0,0,7
2885-HVOPIK-X3Z,1,2,1,68,6,August,15,40,14,2,2,0,9,39,3,0,3.66356164612965,2,14.2,2.525328,0.926370955281019,3.012672,1.10282739262258,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,17,4,1,1,0,21.4,2,0,0,8,4,22,0,0,0,0,1,0,0,1,0,1,9,3,1,1,1,2,2,3,0,5,2,3,4,2,0,4,2,10,299.56,5,89.44,1,3,11,0,5.75,1.74919985480926,64.45,4.1658897293852,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0,8
8687-PKARKB-0I0,3,5,0,64,5,October,15,51,11,1,1,0,14,58,4,0,4.06044301054642,3,5.9,1.423552,0.353155156749128,1.998448,0.692370879316092,0,5,1,16,3,2,9,0,2,0,0,0,0,7,1,1,6,2,1,0,1,20,2,1,0,9,4,26,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,2,4,1,0,7,3,1,4,2,0,6,3,8,603.69,3,201.62,0,2,12,0,4.3,1.45861502269952,57.1,4.04480411666196,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,1,1,0,10
2718-PMYPKN-49S,2,2,0,43,4,July,20,44,19,4,2,1,3,52,2,0,3.95124371858143,3,5.5,1.0868,0.0832375985700556,1.7732,0.572785823888761,0,3,1,16,3,5,3,2,1,0,0,0,0,0,1,3,14,3,3,1,1,28.3,2,1,0,1,1,11,1,0,0,1,0,0,0,0,0,0,1,4,1,0,0,1,1,3,0,8,3,4,2,4,1,5,2,7,222.48,0,0,0,3,20,1,5.85,1.76644166124377,121.2,4.79744207363521,0,0,#NULL!,0,#NULL!,1,19.75,2.98315349134713,355,5.87211778947542,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,1,1,24,1,1,1,0,1,1,1,0,0,0,0,0,7
0799-UCRCSR-HHJ,5,4,1,21,2,March,15,47,16,3,2,0,0,27,1,0,3.29583686600433,2,7.4,0.61938,-0.479036301276583,1.37862,0.32108299883553,1,2,0,-1,-1,3,6,0,0,0,0,0,0,6,0,2,2,1,4,1,0,11.7,1,0,1,1,1,29,1,0,1,0,1,1,0,0,0,0,9,4,0,1,0,1,2,4,0,2,2,4,2,4,0,2,2,11,478.43,5,210.55,1,1,2,1,2.5,0.916290731874155,4.95,1.5993875765806,1,13,2.56494935746154,31.4,3.44680789291421,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,1,1,1,1,1,0,0,1,22,0,1,1,0,1,0,0,0,0,0,1,0,3
8813-UDSONB-OPJ,2,1,0,44,4,April,14,46,16,3,1,0,7,54,3,0,3.98898404656427,3,15.7,2.704482,0.994910396733153,5.773518,1.75328160009782,0,3,0,-1,-1,1,10,0,0,1,0,0,0,9,1,3,23,4,0,-1,-1,-1,-1,-1,0,5,3,29,0,0,1,0,1,0,0,0,0,0,9,4,0,0,1,1,3,2,0,15,4,2,3,1,0,10,3,16,700.37,6,402.04,1,1,31,0,8.35,2.12226153886276,219.1,5.38952824660142,0,0,#NULL!,0,#NULL!,1,35.6,3.57234563785798,1139.2,7.03808154065771,1,8.5,2.14006616349627,310,5.73657229747919,0,0,#NULL!,0,#NULL!,0,0,0,4,0,0,1,0,0,1,18,1,1,1,0,1,0,1,1,1,0,0,0,4
7513-RQIHWF-O12,3,4,1,21,2,March,10,47,16,3,4,0,0,20,1,0,2.99573227355399,1,7.2,0.74016,-0.300888899939063,0.69984,-0.356903541493734,0,1,1,15,3,6,0,0,0,0,0,0,0,0,1,3,0,1,3,1,1,7.5,1,0,0,1,1,26,1,0,0,0,1,0,0,1,0,0,9,2,0,0,0,3,2,3,1,3,2,2,4,1,0,3,2,13,163.33,3,58.11,0,3,26,0,12.95,2.56109578814555,338.1,5.82334170971384,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,25.5,3.23867845216438,605,6.40522845803084,0,0,#NULL!,0,#NULL!,0,0,0,1,0,1,0,0,0,1,19,1,1,1,0,1,0,1,0,0,0,0,0,3
4110-RCPWBT-UB5,4,4,1,55,5,October,16,56,13,2,1,0,13,114,4,0,4.7361984483945,4,12.2,2.267004,0.81845913597024,11.640996,2.45453300565295,0,4,1,11,1,4,0,0,0,0,0,0,0,0,1,3,15,3,3,1,1,41.6,3,0,0,1,1,28,1,0,0,0,0,0,0,0,0,1,9,5,1,0,0,3,1,3,1,38,5,4,1,1,0,29,5,10,309.78,4,83.98,1,3,72,0,31.9,3.4626060097908,2246.35,7.71706195574903,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,40.25,3.69511000386457,2845,7.95331834656043,0,0,#NULL!,0,#NULL!,1,0,0,2,1,1,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,1,0,10
2298-OUTTWQ-1IF,2,1,0,20,2,January,8,55,12,2,5,0,1,15,1,0,2.70805020110221,1,3.3,0.069795,-2.66219290501742,0.425205,-0.855183873411328,0,2,1,11,1,3,8,0,0,0,1,0,0,7,0,2,0,1,1,0,0,5.6,1,1,0,1,1,22,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,3,3,1,0,2,2,1,2,1,0,2,2,3,88.63,1,30.21,1,3,29,0,5.55,1.71379792775834,152.8,5.02912987673242,0,0,#NULL!,0,#NULL!,1,26.7,3.2846635654062,761.75,6.63561841786582,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,1,1,18,0,1,1,0,1,1,1,0,0,0,1,0,1
